,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,VZ,V,WMT,WBA,DIS,^DJI
2014-04-21,138.6199951171875,86.66999816894531,75.88143157958984,127.81999969482422,102.63999938964844,124.23999786376953,23.399999618530273,40.75,,100.93000030517578,157.8000030517578,77.95999908447266,192.27000427246094,26.950000762939453,100.0,55.029998779296875,99.66999816894531,57.25,39.939998626708984,36.95000076293945,30.860000610351562,81.55999755859375,74.4493408203125,86.4000015258789,74.94999694824219,47.97999954223633,52.282501220703125,77.5999984741211,66.12999725341797,79.11000061035156,16449.25
2014-04-22,138.88999938964844,87.06999969482422,75.95714569091797,127.55000305175781,103.69000244140625,124.0,23.520000457763672,40.709999084472656,,100.37000274658203,160.4600067138672,79.66999816894531,192.14999389648438,26.84000015258789,100.18000030517578,55.810001373291016,99.31999969482422,57.77000045776367,39.9900016784668,37.17499923706055,31.0,81.25,75.00943756103516,86.88999938964844,75.76000213623047,47.91999816894531,52.49250030517578,77.55999755859375,67.37999725341797,79.44999694824219,16514.369140625
2014-04-23,137.99000549316406,87.12999725341797,74.96428680419922,130.6300048828125,103.37999725341797,124.69000244140625,23.5,40.72999954223633,,100.5,160.4499969482422,78.5199966430664,191.72999572753906,26.75,100.22000122070312,56.04999923706055,99.12999725341797,57.5,39.689998626708984,37.04999923706055,30.920000076293945,80.36000061035156,75.2989273071289,88.12999725341797,75.33000183105469,47.43000030517578,52.20500183105469,78.04000091552734,67.38999938964844,79.5199966430664,16501.650390625
2014-04-24,136.64999389648438,87.41000366210938,81.11000061035156,129.86000061035156,105.27999877929688,124.30000305175781,23.329999923706055,40.70000076293945,,100.01000213623047,160.85000610351562,79.7699966430664,190.22000122070312,26.75,99.95999908447266,56.189998626708984,99.83999633789062,57.529998779296875,39.86000061035156,36.69499969482422,30.709999084472656,81.1500015258789,74.87728118896484,88.58999633789062,76.58999633789062,46.279998779296875,52.349998474121094,78.30999755859375,67.41999816894531,79.58999633789062,16501.650390625
2014-04-25,136.55999755859375,87.02999877929688,81.7057113647461,128.66000366210938,104.69000244140625,123.98999786376953,23.0,41.0099983215332,,100.41000366210938,158.24000549316406,79.37999725341797,189.6300048828125,26.260000228881836,99.79000091552734,55.70000076293945,100.7300033569336,57.2400016784668,39.90999984741211,36.349998474121094,30.75,81.41000366210938,73.76337432861328,88.30999755859375,75.66000366210938,45.939998626708984,49.73249816894531,78.62000274658203,66.6500015258789,78.2300033569336,16361.4599609375
2014-04-28,137.22999572753906,87.05999755859375,84.87000274658203,127.04000091552734,104.26000213623047,125.7300033569336,23.020000457763672,41.029998779296875,,101.16999816894531,156.5399932861328,80.16999816894531,193.13999938964844,26.329999923706055,101.33999633789062,55.4900016784668,100.30999755859375,56.68000030517578,40.869998931884766,35.834999084472656,32.040000915527344,82.94000244140625,74.07174682617188,89.63999938964844,75.73999786376953,46.599998474121094,50.35499954223633,79.76000213623047,67.44999694824219,77.77999877929688,16448.740234375
2014-04-29,137.5500030517578,87.79000091552734,84.61856842041016,128.3699951171875,105.30000305175781,125.97000122070312,23.15999984741211,40.56999969482422,,101.44999694824219,158.24000549316406,79.5199966430664,195.11000061035156,26.479999542236328,101.02999877929688,56.099998474121094,101.5,58.720001220703125,40.5099983215332,36.2400016784668,31.760000228881836,82.44000244140625,73.98363494873047,90.9000015258789,75.19999694824219,46.77000045776367,50.66749954223633,79.66999816894531,67.31999969482422,78.63999938964844,16535.369140625
2014-04-30,139.08999633789062,87.43000030517578,84.29856872558594,129.02000427246094,105.4000015258789,125.5199966430664,23.110000610351562,40.790000915527344,,102.41000366210938,159.82000732421875,79.51000213623047,196.47000122070312,26.690000534057617,101.29000091552734,55.97999954223633,101.37999725341797,58.560001373291016,40.400001525878906,36.474998474121094,31.280000686645508,82.55000305175781,74.46821594238281,90.58000183105469,75.04000091552734,46.72999954223633,50.65250015258789,79.70999908447266,67.9000015258789,79.33999633789062,16580.83984375
2014-05-01,140.80999755859375,86.81999969482422,84.49714660644531,128.4600067138672,105.06999969482422,124.94000244140625,23.010000228881836,40.779998779296875,,101.41000366210938,160.3699951171875,79.33000183105469,193.52999877929688,26.450000762939453,100.52999877929688,55.720001220703125,100.95999908447266,59.619998931884766,40.0,36.459999084472656,31.149999618530273,82.33999633789062,73.5053482055664,90.83000183105469,74.94999694824219,47.220001220703125,51.522499084472656,79.69999694824219,69.43000030517578,79.55999755859375,16558.869140625
2014-05-02,140.1199951171875,86.93000030517578,84.65428924560547,129.94000244140625,105.01000213623047,124.72000122070312,22.940000534057617,40.95000076293945,,102.01000213623047,158.8800048828125,79.4000015258789,191.44000244140625,26.40999984741211,99.30999755859375,55.58000183105469,101.43000030517578,58.220001220703125,39.689998626708984,36.494998931884766,30.75,81.91999816894531,73.32913970947266,91.0,75.02999877929688,47.119998931884766,51.10499954223633,79.12000274658203,68.86000061035156,80.30999755859375,16512.890625
2014-05-05,140.61000061035156,87.36000061035156,85.85142517089844,131.9600067138672,104.5199966430664,125.36000061035156,22.959999084472656,40.7599983215332,,102.91000366210938,156.35000610351562,78.69000244140625,191.25999450683594,26.170000076293945,100.0,54.220001220703125,101.13999938964844,58.630001068115234,39.43000030517578,36.64500045776367,29.959999084472656,81.69999694824219,73.51793670654297,90.6500015258789,75.2300033569336,47.38999938964844,51.782501220703125,78.62000274658203,69.8499984741211,81.22000122070312,16530.55078125
2014-05-06,139.2899932861328,86.19999694824219,84.91571807861328,130.8300018310547,103.87000274658203,124.97000122070312,22.719999313354492,40.4900016784668,,102.66999816894531,154.5399932861328,77.41999816894531,190.02999877929688,26.200000762939453,99.51000213623047,53.34000015258789,100.94999694824219,57.11000061035156,39.060001373291016,36.125,29.43000030517578,81.12999725341797,73.0081787109375,89.87999725341797,75.26000213623047,47.470001220703125,51.34000015258789,78.01000213623047,68.77999877929688,81.02999877929688,16401.01953125
2014-05-07,141.13999938964844,87.9800033569336,84.61856842041016,130.35000610351562,104.62000274658203,126.2300033569336,22.8700008392334,40.90999984741211,,103.11000061035156,155.52000427246094,77.08000183105469,189.3000030517578,26.3700008392334,100.91000366210938,54.04999923706055,101.95999908447266,55.84000015258789,39.41999816894531,36.09000015258789,29.020000457763672,82.08999633789062,73.57457733154297,91.06999969482422,77.91000366210938,48.099998474121094,52.17499923706055,77.95999908447266,69.87000274658203,80.29000091552734,16518.5390625
2014-05-08,140.8300018310547,88.62000274658203,83.99857330322266,130.57000732421875,104.94000244140625,125.08999633789062,23.020000457763672,40.72999954223633,,102.31999969482422,157.39999389648438,77.05000305175781,188.91000366210938,26.34000015258789,100.5,54.36000061035156,101.94999694824219,54.83000183105469,39.63999938964844,36.525001525878906,29.170000076293945,82.16000366210938,73.643798828125,91.23999786376953,76.88999938964844,48.4900016784668,52.724998474121094,78.69000244140625,68.69000244140625,81.5999984741211,16550.970703125
2014-05-09,141.33999633789062,88.83999633789062,83.64857482910156,131.10000610351562,105.05999755859375,125.02999877929688,23.020000457763672,40.869998931884766,,101.94999694824219,157.1999969482422,77.70999908447266,190.0800018310547,26.299999237060547,100.91000366210938,54.0099983215332,102.93000030517578,55.209999084472656,39.540000915527344,36.724998474121094,29.030000686645508,82.38999938964844,73.62492370605469,91.30000305175781,76.94999694824219,48.47999954223633,52.70249938964844,79.19999694824219,68.66000366210938,81.94999694824219,16583.33984375
2014-05-12,142.82000732421875,89.66000366210938,84.69000244140625,132.60000610351562,106.19999694824219,125.23999786376953,23.190000534057617,40.81999969482422,,102.2300033569336,159.5500030517578,78.2699966430664,192.57000732421875,26.3700008392334,100.5199966430664,54.650001525878906,102.86000061035156,55.290000915527344,39.970001220703125,37.314998626708984,29.1299991607666,81.7300033569336,74.65702056884766,92.04000091552734,77.73999786376953,48.15999984741211,52.92499923706055,79.1500015258789,69.3499984741211,82.41999816894531,16695.470703125
2014-05-13,142.42999267578125,89.08999633789062,84.82286071777344,133.4499969482422,107.1500015258789,125.8499984741211,22.860000610351562,41.11000061035156,,102.36000061035156,160.27999877929688,77.2699966430664,192.19000244140625,26.450000762939453,101.0199966430664,54.619998931884766,103.52999877929688,55.75,40.41999816894531,37.29499816894531,29.200000762939453,81.61000061035156,74.72624206542969,92.91000366210938,78.04000091552734,47.849998474121094,53.01499938964844,79.13999938964844,69.56999969482422,82.08000183105469,16715.439453125
2014-05-14,141.60000610351562,88.45999908447266,84.83856964111328,132.99000549316406,106.52999877929688,126.41999816894531,22.809999465942383,40.88999938964844,,102.29000091552734,159.4499969482422,76.30999755859375,188.72000122070312,26.329999923706055,100.87000274658203,54.36000061035156,103.02999877929688,56.369998931884766,40.2400016784668,36.790000915527344,29.100000381469727,81.16999816894531,73.83259582519531,92.6500015258789,77.16999816894531,48.0099983215332,52.46500015258789,78.73999786376953,68.61000061035156,80.91999816894531,16613.970703125
2014-05-15,140.97999572753906,87.5999984741211,84.11714172363281,131.2100067138672,104.98999786376953,123.80999755859375,24.18000030517578,40.52000045776367,,100.77999877929688,156.63999938964844,76.23999786376953,186.4600067138672,26.010000228881836,100.69000244140625,53.5099983215332,102.5,55.88999938964844,39.599998474121094,36.470001220703125,29.059999465942383,80.52999877929688,72.8130874633789,92.37000274658203,76.4800033569336,47.959999084472656,51.86249923706055,76.83000183105469,68.11000061035156,80.1500015258789,16446.810546875
2014-05-16,141.1300048828125,87.5,85.35857391357422,130.80999755859375,106.02999877929688,123.18000030517578,24.3700008392334,40.88999938964844,,100.73999786376953,156.42999267578125,77.36000061035156,187.05999755859375,25.81999969482422,100.58000183105469,53.310001373291016,103.13999938964844,55.869998931884766,39.83000183105469,36.970001220703125,29.1200008392334,80.33000183105469,72.10824584960938,92.58000183105469,76.6500015258789,49.06999969482422,52.45249938964844,77.01000213623047,67.7699966430664,80.38999938964844,16491.310546875
2014-05-19,141.6699981689453,88.12000274658203,86.37000274658203,131.35000610351562,105.38999938964844,122.94999694824219,24.350000381469727,40.709999084472656,,100.87000274658203,157.6699981689453,76.5,187.0,26.040000915527344,100.63999938964844,53.83000183105469,102.08999633789062,56.349998474121094,39.75,37.244998931884766,29.280000686645508,79.93000030517578,72.38514709472656,92.7699966430664,77.19999694824219,49.150001525878906,52.59000015258789,76.61000061035156,69.54000091552734,81.05000305175781,16511.859375
2014-05-20,140.22999572753906,87.08999633789062,86.38714599609375,129.5800018310547,101.55999755859375,122.5,24.1200008392334,40.58000183105469,,100.66999816894531,156.35000610351562,77.95999908447266,184.88999938964844,26.040000915527344,100.25,53.720001220703125,101.52999877929688,56.0,39.68000030517578,36.630001068115234,29.25,80.2300033569336,71.17684173583984,92.66999816894531,76.66000366210938,48.650001525878906,51.97999954223633,75.69000244140625,68.87999725341797,81.08999633789062,16374.3095703125
2014-05-21,140.66000366210938,87.86000061035156,86.61571502685547,130.9600067138672,102.87999725341797,124.16000366210938,24.479999542236328,40.869998931884766,,102.02999877929688,159.35000610351562,78.08000183105469,186.38999938964844,26.200000762939453,101.13999938964844,54.119998931884766,102.55999755859375,56.58000183105469,40.349998474121094,37.10499954223633,29.56999969482422,80.48999786376953,72.27186584472656,92.86000061035156,77.72000122070312,49.16999816894531,52.525001525878906,75.66000366210938,68.8499984741211,82.19000244140625,16533.060546875
2014-05-22,140.30999755859375,88.1500015258789,86.75285339355469,131.83999633789062,103.08000183105469,123.62999725341797,24.3799991607666,40.58000183105469,,101.5,159.85000610351562,78.77999877929688,185.67999267578125,26.149999618530273,100.95999908447266,54.54999923706055,102.44999694824219,56.4900016784668,40.099998474121094,37.439998626708984,29.65999984741211,80.6500015258789,72.39773559570312,93.01000213623047,78.33999633789062,49.45000076293945,52.342498779296875,75.38999938964844,69.83000183105469,82.3499984741211,16543.080078125
2014-05-23,141.13999938964844,88.77999877929688,87.73285675048828,132.41000366210938,104.02999877929688,123.37000274658203,24.520000457763672,40.58000183105469,,101.31999969482422,160.16000366210938,79.18000030517578,185.94000244140625,26.290000915527344,100.9800033569336,54.529998779296875,102.0,56.810001373291016,40.119998931884766,37.92499923706055,29.489999771118164,80.5199966430664,72.71239471435547,92.86000061035156,78.7699966430664,49.7400016784668,53.01750183105469,75.61000061035156,69.79000091552734,83.31999969482422,16606.26953125
2014-05-27,141.44000244140625,91.38999938964844,89.37571716308594,134.1699981689453,103.68000030517578,122.83999633789062,24.709999084472656,40.77000045776367,,101.36000061035156,161.77000427246094,79.69000244140625,184.77999877929688,26.709999084472656,100.80999755859375,55.13999938964844,102.36000061035156,56.689998626708984,40.189998626708984,38.30500030517578,29.610000610351562,80.08000183105469,72.90748596191406,93.48999786376953,79.11000061035156,49.619998931884766,53.625,75.58999633789062,70.23999786376953,83.73999786376953,16675.5
2014-05-28,141.42999267578125,91.05999755859375,89.144287109375,134.3300018310547,102.91000366210938,122.5199966430664,24.81999969482422,40.58000183105469,,101.05999755859375,161.19000244140625,79.68000030517578,183.0800018310547,26.8799991607666,100.30000305175781,55.45000076293945,101.30000305175781,56.400001525878906,40.0099983215332,38.1349983215332,29.610000610351562,80.0999984741211,72.97042083740234,93.45999908447266,78.58000183105469,49.7400016784668,53.45000076293945,75.52999877929688,69.80999755859375,83.5999984741211,16633.1796875
2014-05-29,142.38999938964844,91.27999877929688,90.76856994628906,135.13999938964844,103.5999984741211,122.31999969482422,24.68000030517578,40.65999984741211,,101.2699966430664,160.74000549316406,79.9000015258789,183.75999450683594,26.959999084472656,100.76000213623047,55.720001220703125,101.33999633789062,57.70000076293945,40.34000015258789,38.189998626708984,29.600000381469727,80.4000015258789,73.22215270996094,94.0999984741211,79.37000274658203,49.720001220703125,53.66749954223633,75.9800033569336,71.11000061035156,84.02999877929688,16698.740234375
2014-05-30,142.5500030517578,91.5,90.42857360839844,135.25,102.2300033569336,122.79000091552734,24.6200008392334,40.90999984741211,,100.52999877929688,159.80999755859375,80.2300033569336,184.36000061035156,27.31999969482422,101.45999908447266,55.56999969482422,101.43000030517578,57.86000061035156,40.939998626708984,38.45500183105469,29.6299991607666,80.79000091552734,73.14034271240234,93.44999694824219,79.62999725341797,49.959999084472656,53.70750045776367,76.7699966430664,71.91000366210938,84.01000213623047,16717.169921875
2014-06-02,142.32000732421875,91.88999938964844,89.80714416503906,135.89999389648438,103.76000213623047,122.20999908447266,24.780000686645508,40.86000061035156,,99.94000244140625,160.02999877929688,80.83999633789062,185.69000244140625,27.260000228881836,102.16999816894531,55.349998474121094,102.02999877929688,57.93000030517578,40.790000915527344,38.36000061035156,29.709999084472656,80.36000061035156,73.88294219970703,93.70999908447266,79.47000122070312,50.04999923706055,53.380001068115234,76.76000213623047,72.01000213623047,84.2699966430664,16743.630859375
2014-06-03,142.88999938964844,91.7300033569336,91.07714080810547,135.8800048828125,104.48999786376953,122.55000305175781,24.68000030517578,40.880001068115234,,100.38999938964844,161.8000030517578,80.66999816894531,184.3699951171875,27.65999984741211,102.45999908447266,55.599998474121094,101.44999694824219,57.90999984741211,40.290000915527344,37.775001525878906,29.59000015258789,79.93000030517578,74.14726257324219,93.41000366210938,79.87999725341797,49.290000915527344,52.83000183105469,76.70999908447266,71.55999755859375,83.87999725341797,16722.33984375
2014-06-04,142.25999450683594,91.80999755859375,92.11714172363281,135.3300018310547,104.30999755859375,122.3499984741211,24.5,40.790000915527344,,100.04000091552734,162.38999938964844,80.54000091552734,184.50999450683594,27.600000381469727,102.68000030517578,55.68000030517578,102.44000244140625,57.93000030517578,40.31999969482422,38.064998626708984,29.639999389648438,79.86000061035156,73.71932220458984,94.66999816894531,80.51000213623047,49.150001525878906,52.85749816894531,77.12999725341797,74.55999755859375,84.23999786376953,16737.529296875
2014-06-05,143.7100067138672,92.80000305175781,92.47856903076172,136.82000732421875,106.95999908447266,123.5199966430664,24.700000762939453,40.88999938964844,,100.55000305175781,162.5800018310547,80.37999725341797,185.97999572753906,27.65999984741211,103.22000122070312,56.630001068115234,102.44999694824219,58.099998474121094,41.209999084472656,37.935001373291016,29.760000228881836,80.11000061035156,74.36752319335938,94.97000122070312,79.80000305175781,49.279998779296875,53.05500030517578,77.31999969482422,75.5999984741211,84.77999877929688,16836.109375
2014-06-06,144.63999938964844,94.91000366210938,92.22428894042969,138.25,108.18000030517578,124.19000244140625,24.829999923706055,40.9900016784668,,101.5999984741211,166.19000244140625,80.63999938964844,186.3699951171875,28.170000076293945,103.18000030517578,56.970001220703125,101.95999908447266,57.849998474121094,41.47999954223633,38.1150016784668,29.420000076293945,80.02999877929688,74.82693481445312,94.36000061035156,79.93000030517578,49.41999816894531,53.25,77.20999908447266,75.02999877929688,84.61000061035156,16924.279296875
2014-06-09,145.32000732421875,95.56999969482422,93.69999694824219,137.9600067138672,108.75,124.37000274658203,24.799999237060547,40.90999984741211,,101.5199966430664,166.0,80.61000061035156,186.22000122070312,27.90999984741211,103.22000122070312,57.41999816894531,101.37999725341797,57.939998626708984,41.27000045776367,38.334999084472656,29.350000381469727,80.08999633789062,75.57583618164062,94.66000366210938,79.76000213623047,49.56999969482422,53.14500045776367,77.01000213623047,74.91999816894531,85.4800033569336,16943.099609375
2014-06-10,144.97000122070312,95.27999877929688,94.25,137.25,109.30999755859375,125.33999633789062,25.0,41.06999969482422,,101.45999908447266,166.36000061035156,80.73999786376953,184.2899932861328,28.239999771118164,104.0999984741211,57.900001525878906,100.87999725341797,58.4900016784668,41.11000061035156,38.154998779296875,29.5,80.1500015258789,74.9716796875,95.0999984741211,79.80999755859375,49.52000045776367,53.5625,76.62000274658203,74.73999786376953,84.75,16945.919921875
2014-06-11,144.41000366210938,95.08000183105469,93.86000061035156,134.10000610351562,108.69000244140625,125.18000030517578,25.040000915527344,40.86000061035156,,101.94999694824219,165.42999267578125,79.80999755859375,182.25,27.93000030517578,103.31999969482422,57.27000045776367,100.41999816894531,58.810001373291016,40.86000061035156,37.56999969482422,29.43000030517578,80.05999755859375,74.4493408203125,94.9000015258789,80.16999816894531,49.369998931884766,53.16999816894531,76.16000366210938,74.66999816894531,84.30999755859375,16843.880859375
2014-06-12,143.07000732421875,94.76000213623047,92.29000091552734,132.19000244140625,106.6500015258789,126.11000061035156,24.65999984741211,40.41999816894531,,101.66000366210938,165.9600067138672,78.43000030517578,181.22000122070312,27.959999084472656,102.52999877929688,57.040000915527344,99.76000213623047,58.29999923706055,40.58000183105469,37.3849983215332,29.450000762939453,79.76000213623047,73.53681182861328,95.0,79.44000244140625,49.040000915527344,52.942501068115234,75.7300033569336,72.47000122070312,82.80000305175781,16734.189453125
2014-06-13,143.36000061035156,94.8499984741211,91.27999877929688,132.2899932861328,106.7699966430664,127.26000213623047,24.700000762939453,40.369998931884766,,102.6500015258789,165.88999938964844,78.06999969482422,182.55999755859375,29.8700008392334,102.52999877929688,57.040000915527344,100.48999786376953,58.2400016784668,41.22999954223633,37.310001373291016,29.530000686645508,79.63999938964844,73.49905395507812,95.41000366210938,79.18000030517578,49.18000030517578,52.8224983215332,75.27999877929688,73.05999755859375,82.80000305175781,16775.740234375
2014-06-16,143.32000732421875,94.37000274658203,92.19999694824219,132.5399932861328,106.80999755859375,128.5399932861328,24.530000686645508,40.65999984741211,,102.91999816894531,165.85000610351562,78.9000015258789,182.35000610351562,30.010000228881836,102.44999694824219,56.869998931884766,101.0999984741211,58.06999969482422,41.5,37.275001525878906,29.610000610351562,79.69000244140625,73.54940032958984,95.45999908447266,78.0,49.310001373291016,52.560001373291016,75.33999633789062,73.29000091552734,83.30000305175781,16781.009765625
2014-06-17,143.69000244140625,94.66000366210938,92.08000183105469,132.4499969482422,106.66999816894531,128.8300018310547,24.5,40.91999816894531,,102.41999816894531,168.22000122070312,80.0199966430664,182.25999450683594,29.950000762939453,101.93000030517578,57.41999816894531,101.2699966430664,58.060001373291016,41.68000030517578,37.54499816894531,29.479999542236328,79.58000183105469,73.63750457763672,95.22000122070312,78.16999816894531,49.209999084472656,52.70249938964844,74.98999786376953,73.0999984741211,83.16000366210938,16808.490234375
2014-06-18,144.3300018310547,95.55999755859375,92.18000030517578,132.47999572753906,107.4800033569336,130.27999877929688,24.6299991607666,41.560001373291016,,102.7300033569336,169.86000061035156,80.70999908447266,183.60000610351562,29.93000030517578,102.80999755859375,57.779998779296875,101.3499984741211,58.40999984741211,41.650001525878906,38.10499954223633,29.709999084472656,79.79000091552734,73.77596282958984,95.4000015258789,79.20999908447266,49.41999816894531,52.8125,75.69999694824219,76.08000183105469,83.58000183105469,16906.619140625
2014-06-19,144.49000549316406,95.06999969482422,91.86000061035156,132.82000732421875,107.25,131.99000549316406,24.709999084472656,41.790000915527344,,102.62999725341797,169.72999572753906,80.44000244140625,182.82000732421875,30.09000015258789,103.80999755859375,57.29999923706055,101.91000366210938,58.29999923706055,41.5099983215332,37.81999969482422,29.59000015258789,80.23999786376953,73.99622344970703,95.5999984741211,80.51000213623047,49.470001220703125,52.58000183105469,75.87000274658203,75.38999938964844,83.7699966430664,16921.4609375
2014-06-20,145.16000366210938,95.54000091552734,90.91000366210938,132.10000610351562,109.37999725341797,132.33999633789062,24.829999923706055,41.689998626708984,,103.83000183105469,169.83999633789062,80.16999816894531,181.5500030517578,30.200000762939453,105.2699966430664,57.54999923706055,101.91999816894531,58.91999816894531,41.68000030517578,37.54999923706055,29.780000686645508,79.93000030517578,74.2542495727539,94.58999633789062,81.41000366210938,49.38999938964844,52.372501373291016,75.68000030517578,74.54000091552734,82.81999969482422,16947.080078125
2014-06-23,144.08999633789062,95.51000213623047,90.83000183105469,130.85000610351562,108.77999877929688,132.97999572753906,24.700000762939453,41.72999954223633,,104.37999725341797,170.24000549316406,80.63999938964844,182.13999938964844,30.229999542236328,104.75,58.189998626708984,101.91000366210938,58.5,41.9900016784668,37.724998474121094,29.450000762939453,79.5199966430664,73.71302795410156,94.94999694824219,81.48999786376953,49.72999954223633,52.36750030517578,75.79000091552734,73.7300033569336,82.76000213623047,16937.259765625
2014-06-24,143.08999633789062,94.43000030517578,90.27999877929688,129.14999389648438,107.80999755859375,131.77000427246094,24.530000686645508,41.849998474121094,,102.7300033569336,168.22999572753906,80.43000030517578,180.8800048828125,30.5,104.58999633789062,57.41999816894531,101.47000122070312,57.91999816894531,41.75,37.4900016784668,29.299999237060547,79.01000213623047,72.80050659179688,94.66999816894531,81.73999786376953,49.279998779296875,51.9474983215332,75.97000122070312,72.4800033569336,82.68000030517578,16818.130859375
2014-06-25,143.64999389648438,94.63999938964844,90.36000061035156,127.05999755859375,108.44000244140625,131.22999572753906,24.719999313354492,41.959999084472656,,102.13999938964844,168.3800048828125,80.52999877929688,180.72000122070312,30.8799991607666,105.76000213623047,57.529998779296875,101.61000061035156,58.86000061035156,42.029998779296875,38.23500061035156,29.799999237060547,79.31999969482422,73.07740783691406,94.86000061035156,82.33999633789062,49.40999984741211,52.26499938964844,75.62000274658203,74.19000244140625,83.9000015258789,16867.509765625
2014-06-26,143.72999572753906,94.30000305175781,90.9000015258789,128.02000427246094,108.5199966430664,130.9199981689453,24.649999618530273,42.029998779296875,,102.02999877929688,168.00999450683594,80.75,180.3699951171875,30.780000686645508,105.6500015258789,57.38999938964844,101.51000213623047,58.529998779296875,41.720001220703125,38.43000030517578,29.59000015258789,78.62000274658203,72.84455871582031,94.41000366210938,82.29000091552734,49.209999084472656,52.2400016784668,74.91000366210938,74.2300033569336,84.44999694824219,16846.130859375
2014-06-27,143.69000244140625,94.93000030517578,91.9800033569336,128.5399932861328,108.77999877929688,130.36000061035156,24.700000762939453,42.189998626708984,,101.20999908447266,166.77999877929688,81.12999725341797,181.7100067138672,30.93000030517578,104.98999786376953,57.529998779296875,101.45999908447266,57.529998779296875,42.25,38.84000015258789,29.670000076293945,79.0199966430664,73.36689758300781,93.91999816894531,82.0,49.31999969482422,52.31999969482422,75.33999633789062,74.0999984741211,85.30000305175781,16851.83984375
2014-06-30,143.24000549316406,94.87000274658203,92.93000030517578,127.2300033569336,108.66999816894531,130.5500030517578,24.850000381469727,42.36000061035156,,100.68000030517578,167.44000244140625,80.95999908447266,181.27000427246094,30.899999618530273,104.62000274658203,57.619998931884766,100.73999786376953,57.849998474121094,41.70000076293945,38.775001525878906,29.68000030517578,78.58999633789062,72.65576171875,94.06999969482422,81.75,48.93000030517578,52.6775016784668,75.06999969482422,74.12999725341797,85.73999786376953,16826.599609375
2014-07-01,144.55999755859375,95.3499984741211,93.5199966430664,128.14999389648438,109.16999816894531,130.5399932861328,25.079999923706055,42.290000915527344,,101.36000061035156,166.80999755859375,81.81999969482422,186.35000610351562,30.979999542236328,105.87000274658203,57.56999969482422,101.0,58.5099983215332,41.869998931884766,39.0,30.079999923706055,79.27999877929688,72.95783233642578,95.20999908447266,81.88999938964844,49.369998931884766,53.5625,75.27999877929688,73.77999877929688,86.47000122070312,16956.0703125
2014-07-02,145.22999572753906,95.20999908447266,93.4800033569336,127.62000274658203,109.55999755859375,130.22999572753906,25.030000686645508,42.290000915527344,,101.56999969482422,166.88999938964844,81.9800033569336,188.38999938964844,30.979999542236328,105.86000061035156,56.970001220703125,100.52999877929688,59.04999923706055,41.900001525878906,38.89500045776367,30.3700008392334,79.55999755859375,72.4606704711914,94.62000274658203,82.48999786376953,49.65999984741211,53.709999084472656,75.62000274658203,73.04000091552734,86.44000244140625,16976.240234375
2014-07-03,145.41000366210938,95.83999633789062,94.02999877929688,128.50999450683594,111.08000183105469,131.19000244140625,25.190000534057617,42.22999954223633,,102.58999633789062,169.4600067138672,82.05000305175781,188.52999877929688,31.139999389648438,105.41999816894531,57.04999923706055,100.9800033569336,59.20000076293945,41.79999923706055,39.224998474121094,30.530000686645508,79.9800033569336,72.70610809326172,94.83999633789062,83.3499984741211,49.709999084472656,54.127498626708984,75.75,73.9800033569336,86.83999633789062,17068.259765625
2014-07-07,144.91000366210938,95.4000015258789,95.97000122070312,129.08999633789062,110.16000366210938,130.47000122070312,25.229999542236328,42.13999938964844,,102.6500015258789,167.77999877929688,81.41999816894531,188.0399932861328,31.030000686645508,106.47000122070312,56.66999816894531,100.16999816894531,58.52000045776367,41.9900016784668,39.32500076293945,30.489999771118164,80.19000244140625,72.43549346923828,94.55000305175781,82.22000122070312,49.75,54.185001373291016,76.06999969482422,73.58000183105469,86.58999633789062,17024.2109375
2014-07-08,144.55999755859375,94.56999969482422,95.3499984741211,126.79000091552734,109.45999908447266,129.89999389648438,25.06999969482422,41.939998626708984,,102.83000183105469,164.91000366210938,80.76000213623047,187.22000122070312,30.790000915527344,105.72000122070312,55.7599983215332,100.08999633789062,58.16999816894531,41.779998779296875,38.834999084472656,30.149999618530273,80.55999755859375,71.78728485107422,94.13999938964844,81.93000030517578,48.7599983215332,53.814998626708984,76.6500015258789,71.12000274658203,85.86000061035156,16906.619140625
2014-07-09,144.67999267578125,94.73999786376953,95.38999938964844,126.79000091552734,110.13999938964844,131.38999938964844,25.440000534057617,41.95000076293945,,103.55000305175781,164.6699981689453,80.7300033569336,188.4199981689453,30.889999389648438,106.04000091552734,56.02000045776367,101.06999969482422,58.54999923706055,41.66999816894531,39.345001220703125,30.049999237060547,81.66999816894531,71.64253997802734,94.69999694824219,82.73999786376953,48.900001525878906,54.040000915527344,77.20999908447266,71.94999694824219,87.22000122070312,16985.609375
2014-07-10,143.88999938964844,94.45999908447266,95.04000091552734,126.79000091552734,109.36000061035156,130.25,25.440000534057617,42.2599983215332,,102.56999969482422,163.4199981689453,79.4000015258789,187.6999969482422,31.260000228881836,105.80000305175781,55.560001373291016,100.58000183105469,58.58000183105469,41.689998626708984,38.75,30.0,81.61000061035156,71.43486785888672,94.30000305175781,82.08000183105469,49.63999938964844,53.8849983215332,77.05999755859375,71.52999877929688,86.86000061035156,16915.0703125
